"","x"
"text.230.meta.datetimestamp.wday","3"
"text.230.meta.datetimestamp.yday","37"
"text.230.meta.datetimestamp.isdst","0"
"text.230.meta.datetimestamp.zone","GMT"
"text.230.meta.datetimestamp.gmtoff","0"
"text.230.meta.id","230"
"text.230.meta.language","en"
"text.231.content","no abstract available"
"text.231.meta.datetimestamp.sec","16.6104650497437"
"text.231.meta.datetimestamp.min","36"
"text.231.meta.datetimestamp.hour","5"
"text.231.meta.datetimestamp.mday","7"
"text.231.meta.datetimestamp.mon","1"
"text.231.meta.datetimestamp.year","124"
"text.231.meta.datetimestamp.wday","3"
"text.231.meta.datetimestamp.yday","37"
"text.231.meta.datetimestamp.isdst","0"
"text.231.meta.datetimestamp.zone","GMT"
"text.231.meta.datetimestamp.gmtoff","0"
"text.231.meta.id","231"
"text.231.meta.language","en"
"text.232.content","objectives amid pandemic vaccines represent promising solution mitigating public health economic crises improved understanding individuals’ vaccination intentions crucial design optimal immunization campaigns this study predicts uptake rates different covid vaccine specifications identifies personal characteristics moderate individuals responsiveness vaccine attributes methods we developed online survey contingent specifications covid vaccine varying effectiveness risks side effects duration immunity outofpocket cost using populationaveraged logit models estimated vaccine uptake rates account uncertainty heterogeneity across respondents interactions vaccine personal characteristics results we obtained  completed surveys the highest uptake rate annual vaccine  predicted vaccine effectiveness   side effects minimal vaccine provided zero cost decreases seen uptake rate less effective vaccines example    effectiveness moreover found americans’ response vaccine effectiveness depends selfreported concern concerned respondents report higher willingness get vaccinated our findings also indicate covid vaccine uptake rates decrease vaccine cost responsiveness vaccine cost moderated income conclusions although providing covid vaccine zero cost will motivate many individuals get vaccinated policy focused exclusively vaccine cost may enough reach herd immunity thresholds although concerned covid will participate evidence needed incentivize participation among unconcerned  prevent pandemic spread ©  ispor–the professional society health economics outcomes research"
"text.232.meta.datetimestamp.sec","16.6104929447174"
"text.232.meta.datetimestamp.min","36"
"text.232.meta.datetimestamp.hour","5"
"text.232.meta.datetimestamp.mday","7"
"text.232.meta.datetimestamp.mon","1"
"text.232.meta.datetimestamp.year","124"
"text.232.meta.datetimestamp.wday","3"
"text.232.meta.datetimestamp.yday","37"
"text.232.meta.datetimestamp.isdst","0"
"text.232.meta.datetimestamp.zone","GMT"
"text.232.meta.datetimestamp.gmtoff","0"
"text.232.meta.id","232"
"text.232.meta.language","en"
"text.233.content","assessing duration neutralizing antibodies nabs following sarscov infection vaccination critical evaluate protective immunity formulate public health strategies in study sarscov ab elisa enzymelinked immunosorbent assay chemiluminescent microparticle immunoassay cmia well pseudovirus neutralization test pvnt performed two cohorts convalescent patients cp coronavirus disease  covid bbibpcorv vaccinated population it found nabs binding antibodies emerged  days post st dose vaccination reached peaks  days nd dose vaccination gradually declined time cpm convalescent patients  months covid presented stronger nabs binding antibodies responses vaccinees  days  days nd dose vaccination cmia sarscov ab elisa correlated well pvnt high consistency two cohorts it shown nabs binding antibodies can keep  months cp vaccinees most importantly data show application using cmia sarscov ab elisa rapid screening tests nab titer used alternative strategies quickly evaluating sarscov nabs responses vaccine research ©  authors licensee mdpi basel switzerland"
"text.233.meta.datetimestamp.sec","16.6105220317841"
"text.233.meta.datetimestamp.min","36"
"text.233.meta.datetimestamp.hour","5"
"text.233.meta.datetimestamp.mday","7"
"text.233.meta.datetimestamp.mon","1"
"text.233.meta.datetimestamp.year","124"
"text.233.meta.datetimestamp.wday","3"
"text.233.meta.datetimestamp.yday","37"
"text.233.meta.datetimestamp.isdst","0"
"text.233.meta.datetimestamp.zone","GMT"
"text.233.meta.datetimestamp.gmtoff","0"
"text.233.meta.id","233"
"text.233.meta.language","en"
"text.234.content","first detected wuhan china highly contagious coronavirus severe acute respiratory syndrome coronavirus sarscov also known covid spread globally december  as  september  approximately  million people died globally  million active cases reported to date six vaccines developed approved human use however current production supply capabilities unable meet global demands immunize entire world population only countries able successfully vaccinate many residents therefore alternative vaccine can prepared easy costeffective manner urgently needed a vaccine prepared manner well can preserved transported room temperature great benefit public health it possible develop alternative vaccine using nanoor microparticle platforms these platforms address existing vaccine limitations stable room temperature inexpensive produce distribute can administered orally require cold chain storage transportation preservation particulate vaccines can administered either oral solutions sublingual buccal film dosage forms besides improved patient compliance major advantage oral sublingual buccal routes administration can elicit mucosal immunity mucosal immunity along systemic immunity can strong defense sarscov virus enters system inhalation saliva this review discusses possibility produce particulate covid vaccine using nanoor microparticles platforms oral administration sublingual buccal film dosage forms order accelerate global vaccination ©  authors licensee mdpi basel switzerland"
"text.234.meta.datetimestamp.sec","16.6105499267578"
"text.234.meta.datetimestamp.min","36"
"text.234.meta.datetimestamp.hour","5"
"text.234.meta.datetimestamp.mday","7"
"text.234.meta.datetimestamp.mon","1"
"text.234.meta.datetimestamp.year","124"
"text.234.meta.datetimestamp.wday","3"
"text.234.meta.datetimestamp.yday","37"
"text.234.meta.datetimestamp.isdst","0"
"text.234.meta.datetimestamp.zone","GMT"
"text.234.meta.datetimestamp.gmtoff","0"
"text.234.meta.id","234"
"text.234.meta.language","en"
"text.235.content","no abstract available"
"text.235.meta.datetimestamp.sec","16.6105771064758"
"text.235.meta.datetimestamp.min","36"
"text.235.meta.datetimestamp.hour","5"
